No,date,day of week,Lottery_result
5011,2018/9/19,Wednesday,46
5012,2018/9/20,Thursday,234
5013,2018/9/21,Friday,681
5014,2018/9/24,Monday,240
5015,2018/9/25,Tuesday,365
5016,2018/9/26,Wednesday,763
5017,2018/9/27,Thursday,26
5018,2018/9/28,Friday,669
5019,2018/10/1,Monday,942
5020,2018/10/2,Tuesday,461
5021,2018/10/3,Wednesday,877
5022,2018/10/4,Thursday,449
5023,2018/10/5,Friday,233
5024,2018/10/8,Monday,361
5025,2018/10/9,Tuesday,368
5026,2018/10/10,Wednesday,131
5027,2018/10/11,Thursday,46
5028,2018/10/12,Friday,46
5029,2018/10/15,Monday,352
5030,2018/10/16,Tuesday,870
5031,2018/10/17,Wednesday,271
5032,2018/10/18,Thursday,83
5033,2018/10/19,Friday,930
5034,2018/10/22,Monday,98
5035,2018/10/23,Tuesday,12
5036,2018/10/24,Wednesday,49
5037,2018/10/25,Thursday,594
5038,2018/10/26,Friday,244
5039,2018/10/29,Monday,453
5040,2018/10/30,Tuesday,546
5041,2018/10/31,Wednesday,379
5042,2018/11/1,Thursday,458
5043,2018/11/2,Friday,115
5044,2018/11/5,Monday,735
5045,2018/11/6,Tuesday,350
5046,2018/11/7,Wednesday,142
5047,2018/11/8,Thursday,343
5048,2018/11/9,Friday,209
5049,2018/11/12,Monday,132
5050,2018/11/13,Tuesday,309
5051,2018/11/14,Wednesday,281
5052,2018/11/15,Thursday,105
5053,2018/11/16,Friday,800
5054,2018/11/19,Monday,775
5055,2018/11/20,Tuesday,476
5056,2018/11/21,Wednesday,885
5057,2018/11/22,Thursday,589
5058,2018/11/23,Friday,275
5059,2018/11/26,Monday,196
5060,2018/11/27,Tuesday,948
5061,2018/11/28,Wednesday,987
5062,2018/11/29,Thursday,405
5063,2018/11/30,Friday,285
5064,2018/12/3,Monday,313
5065,2018/12/4,Tuesday,921
5066,2018/12/5,Wednesday,9
5067,2018/12/6,Thursday,295
5068,2018/12/7,Friday,223
5069,2018/12/10,Monday,991
5070,2018/12/11,Tuesday,656
5071,2018/12/12,Wednesday,304
5072,2018/12/13,Thursday,136
5073,2018/12/14,Friday,922
5074,2018/12/17,Monday,234
5075,2018/12/18,Tuesday,643
5076,2018/12/19,Wednesday,871
5077,2018/12/20,Thursday,600
5078,2018/12/21,Friday,100
5079,2018/12/24,Monday,329
5080,2018/12/25,Tuesday,442
5081,2018/12/26,Wednesday,644
5082,2018/12/27,Thursday,80
5083,2018/12/28,Friday,234
5084,2019/1/4,Friday,804
5085,2019/1/7,Monday,755
5086,2019/1/8,Tuesday,88
5087,2019/1/9,Wednesday,733
5088,2019/1/10,Thursday,654
5089,2019/1/11,Friday,953
5090,2019/1/14,Monday,650
5091,2019/1/15,Tuesday,608
5092,2019/1/16,Wednesday,704
5093,2019/1/17,Thursday,162
5094,2019/1/18,Friday,616
5095,2019/1/21,Monday,702
5096,2019/1/22,Tuesday,637
5097,2019/1/23,Wednesday,249
5098,2019/1/24,Thursday,547
5099,2019/1/25,Friday,79
5100,2019/1/28,Monday,647
5101,2019/1/29,Tuesday,596
5102,2019/1/30,Wednesday,603
5103,2019/1/31,Thursday,210
5104,2019/2/1,Friday,49
5105,2019/2/4,Monday,766
5106,2019/2/5,Tuesday,322
5107,2019/2/6,Wednesday,660
5108,2019/2/7,Thursday,626
5109,2019/2/8,Friday,684
5110,2019/2/11,Monday,77
5111,2019/2/12,Tuesday,882
5112,2019/2/13,Wednesday,87
5113,2019/2/14,Thursday,446
5114,2019/2/15,Friday,771
5115,2019/2/18,Monday,878
5116,2019/2/19,Tuesday,991
5117,2019/2/20,Wednesday,956
5118,2019/2/21,Thursday,831
5119,2019/2/22,Friday,672
5120,2019/2/25,Monday,661
5121,2019/2/26,Tuesday,635
5122,2019/2/27,Wednesday,663
5123,2019/2/28,Thursday,366
5124,2019/3/1,Friday,958
5125,2019/3/4,Monday,123
5126,2019/3/5,Tuesday,892
5127,2019/3/6,Wednesday,637
5128,2019/3/7,Thursday,757
5129,2019/3/8,Friday,97
5130,2019/3/11,Monday,302
5131,2019/3/12,Tuesday,30
5132,2019/3/13,Wednesday,413
5133,2019/3/14,Thursday,449
5134,2019/3/15,Friday,652
5135,2019/3/18,Monday,631
5136,2019/3/19,Tuesday,998
5137,2019/3/20,Wednesday,431
5138,2019/3/21,Thursday,378
5139,2019/3/22,Friday,148
5140,2019/3/25,Monday,887
5141,2019/3/26,Tuesday,556
5142,2019/3/27,Wednesday,247
5143,2019/3/28,Thursday,967
5144,2019/3/29,Friday,960
5145,2019/4/1,Monday,373
5146,2019/4/2,Tuesday,502
5147,2019/4/3,Wednesday,942
5148,2019/4/4,Thursday,391
5149,2019/4/5,Friday,699
5150,2019/4/8,Monday,169
5151,2019/4/9,Tuesday,745
5152,2019/4/10,Wednesday,511
5153,2019/4/11,Thursday,26
5154,2019/4/12,Friday,906
5155,2019/4/15,Monday,167
5156,2019/4/16,Tuesday,607
5157,2019/4/17,Wednesday,765
5158,2019/4/18,Thursday,145
5159,2019/4/19,Friday,984
5160,2019/4/22,Monday,764
5161,2019/4/23,Tuesday,452
5162,2019/4/24,Wednesday,152
5163,2019/4/25,Thursday,830
5164,2019/4/26,Friday,166
5165,2019/4/29,Monday,746
5166,2019/4/30,Tuesday,619
5167,2019/5/1,Wednesday,335
5168,2019/5/2,Thursday,992
5169,2019/5/3,Friday,349
5170,2019/5/6,Monday,265
5171,2019/5/7,Tuesday,705
5172,2019/5/8,Wednesday,451
5173,2019/5/9,Thursday,983
5174,2019/5/10,Friday,776
5175,2019/5/13,Monday,482
5176,2019/5/14,Tuesday,856
5177,2019/5/15,Wednesday,314
5178,2019/5/16,Thursday,129
5179,2019/5/17,Friday,647
5180,2019/5/20,Monday,25
5181,2019/5/21,Tuesday,193
5182,2019/5/22,Wednesday,522
5183,2019/5/23,Thursday,381
5184,2019/5/24,Friday,682
5185,2019/5/27,Monday,718
5186,2019/5/28,Tuesday,77
5187,2019/5/29,Wednesday,779
5188,2019/5/30,Thursday,731
5189,2019/5/31,Friday,943
5190,2019/6/3,Monday,383
5191,2019/6/4,Tuesday,755
5192,2019/6/5,Wednesday,342
5193,2019/6/6,Thursday,856
5194,2019/6/7,Friday,397
5195,2019/6/10,Monday,814
5196,2019/6/11,Tuesday,80
5197,2019/6/12,Wednesday,246
5198,2019/6/13,Thursday,560
5199,2019/6/14,Friday,683
5200,2019/6/17,Monday,226
5201,2019/6/18,Tuesday,55
5202,2019/6/19,Wednesday,377
5203,2019/6/20,Thursday,942
5204,2019/6/21,Friday,180
5205,2019/6/24,Monday,11
5206,2019/6/25,Tuesday,957
5207,2019/6/26,Wednesday,720
5208,2019/6/27,Thursday,928
5209,2019/6/28,Friday,202
5210,2019/7/1,Monday,937
5211,2019/7/2,Tuesday,214
5212,2019/7/3,Wednesday,297
5213,2019/7/4,Thursday,951
5214,2019/7/5,Friday,782
5215,2019/7/8,Monday,458
5216,2019/7/9,Tuesday,739
5217,2019/7/10,Wednesday,763
5218,2019/7/11,Thursday,736
5219,2019/7/12,Friday,273
5220,2019/7/15,Monday,47
5221,2019/7/16,Tuesday,502
5222,2019/7/17,Wednesday,42
5223,2019/7/18,Thursday,808
5224,2019/7/19,Friday,503
5225,2019/7/22,Monday,60
5226,2019/7/23,Tuesday,463
5227,2019/7/24,Wednesday,799
5228,2019/7/25,Thursday,64
5229,2019/7/26,Friday,519
5230,2019/7/29,Monday,477
5231,2019/7/30,Tuesday,195
5232,2019/7/31,Wednesday,980
5233,2019/8/1,Thursday,79
5234,2019/8/2,Friday,791
5235,2019/8/5,Monday,687
5236,2019/8/6,Tuesday,912
5237,2019/8/7,Wednesday,975
5238,2019/8/8,Thursday,859
5239,2019/8/9,Friday,613
5240,2019/8/12,Monday,596
5241,2019/8/13,Tuesday,426
5242,2019/8/14,Wednesday,882
5243,2019/8/15,Thursday,557
5244,2019/8/16,Friday,254
5245,2019/8/19,Monday,9
5246,2019/8/20,Tuesday,554
5247,2019/8/21,Wednesday,430
5248,2019/8/22,Thursday,297
5249,2019/8/23,Friday,633
5250,2019/8/26,Monday,848
5251,2019/8/27,Tuesday,680
5252,2019/8/28,Wednesday,246
5253,2019/8/29,Thursday,856
5254,2019/8/30,Friday,43
5255,2019/9/2,Monday,971
5256,2019/9/3,Tuesday,874
5257,2019/9/4,Wednesday,12
5258,2019/9/5,Thursday,773
5259,2019/9/6,Friday,489
5260,2019/9/9,Monday,32
5261,2019/9/10,Tuesday,557
5262,2019/9/11,Wednesday,169
5263,2019/9/12,Thursday,304
5264,2019/9/13,Friday,910
5265,2019/9/16,Monday,133
5266,2019/9/17,Tuesday,323
5267,2019/9/18,Wednesday,786
5268,2019/9/19,Thursday,583
5269,2019/9/20,Friday,240
5270,2019/9/23,Monday,825
5271,2019/9/24,Tuesday,69
5272,2019/9/25,Wednesday,665
5273,2019/9/26,Thursday,876
5274,2019/9/27,Friday,286
5275,2019/9/30,Monday,766
5276,2019/10/1,Tuesday,597
5277,2019/10/2,Wednesday,715
5278,2019/10/3,Thursday,635
5279,2019/10/4,Friday,705
5280,2019/10/7,Monday,902
5281,2019/10/8,Tuesday,764
5282,2019/10/9,Wednesday,361
5283,2019/10/10,Thursday,191
5284,2019/10/11,Friday,207
5285,2019/10/14,Monday,163
5286,2019/10/15,Tuesday,393
5287,2019/10/16,Wednesday,984
5288,2019/10/17,Thursday,814
5289,2019/10/18,Friday,776
5290,2019/10/21,Monday,808
5291,2019/10/22,Tuesday,158
5292,2019/10/23,Wednesday,822
5293,2019/10/24,Thursday,530
5294,2019/10/25,Friday,175
5295,2019/10/28,Monday,762
5296,2019/10/29,Tuesday,716
5297,2019/10/30,Wednesday,920
5298,2019/10/31,Thursday,134
5299,2019/11/1,Friday,317
5300,2019/11/4,Monday,465
5301,2019/11/5,Tuesday,601
5302,2019/11/6,Wednesday,219
5303,2019/11/7,Thursday,612
5304,2019/11/8,Friday,153
5305,2019/11/11,Monday,544
5306,2019/11/12,Tuesday,961
5307,2019/11/13,Wednesday,828
5308,2019/11/14,Thursday,831
5309,2019/11/15,Friday,818
5310,2019/11/18,Monday,275
5311,2019/11/19,Tuesday,695
5312,2019/11/20,Wednesday,363
5313,2019/11/21,Thursday,204
5314,2019/11/22,Friday,94
5315,2019/11/25,Monday,962
5316,2019/11/26,Tuesday,118
5317,2019/11/27,Wednesday,565
5318,2019/11/28,Thursday,491
5319,2019/11/29,Friday,339
5320,2019/12/2,Monday,448
5321,2019/12/3,Tuesday,242
5322,2019/12/4,Wednesday,895
5323,2019/12/5,Thursday,340
5324,2019/12/6,Friday,694
5325,2019/12/9,Monday,869
5326,2019/12/10,Tuesday,436
5327,2019/12/11,Wednesday,247
5328,2019/12/12,Thursday,844
5329,2019/12/13,Friday,865
5330,2019/12/16,Monday,491
5331,2019/12/17,Tuesday,392
5332,2019/12/18,Wednesday,626
5333,2019/12/19,Thursday,680
5334,2019/12/20,Friday,325
5335,2019/12/23,Monday,349
5336,2019/12/24,Tuesday,79
5337,2019/12/25,Wednesday,113
5338,2019/12/26,Thursday,914
5339,2019/12/27,Friday,475
5340,2019/12/30,Monday,721
5341,2020/1/6,Monday,887
5342,2020/1/7,Tuesday,109
5343,2020/1/8,Wednesday,527
5344,2020/1/9,Thursday,409
5345,2020/1/10,Friday,785
5346,2020/1/13,Monday,705
5347,2020/1/14,Tuesday,428
5348,2020/1/15,Wednesday,565
5349,2020/1/16,Thursday,592
5350,2020/1/17,Friday,626
5351,2020/1/20,Monday,485
5352,2020/1/21,Tuesday,69
5353,2020/1/22,Wednesday,444
5354,2020/1/23,Thursday,366
5355,2020/1/24,Friday,629
5356,2020/1/27,Monday,345
5357,2020/1/28,Tuesday,2
5358,2020/1/29,Wednesday,312
5359,2020/1/30,Thursday,472
5360,2020/1/31,Friday,436
5361,2020/2/3,Monday,272
5362,2020/2/4,Tuesday,514
5363,2020/2/5,Wednesday,108
5364,2020/2/6,Thursday,577
5365,2020/2/7,Friday,433
5366,2020/2/10,Monday,516
5367,2020/2/11,Tuesday,720
5368,2020/2/12,Wednesday,503
5369,2020/2/13,Thursday,123
5370,2020/2/14,Friday,6
5371,2020/2/17,Monday,5
5372,2020/2/18,Tuesday,386
5373,2020/2/19,Wednesday,461
5374,2020/2/20,Thursday,518
5375,2020/2/21,Friday,206
5376,2020/2/24,Monday,996
5377,2020/2/25,Tuesday,445
5378,2020/2/26,Wednesday,528
5379,2020/2/27,Thursday,907
5380,2020/2/28,Friday,780
5381,2020/3/2,Monday,843
5382,2020/3/3,Tuesday,178
5383,2020/3/4,Wednesday,452
5384,2020/3/5,Thursday,73
5385,2020/3/6,Friday,162
5386,2020/3/9,Monday,921
5387,2020/3/10,Tuesday,372
5388,2020/3/11,Wednesday,168
5389,2020/3/12,Thursday,233
5390,2020/3/13,Friday,504
5391,2020/3/16,Monday,983
5392,2020/3/17,Tuesday,679
5393,2020/3/18,Wednesday,738
5394,2020/3/19,Thursday,376
5395,2020/3/20,Friday,397
5396,2020/3/23,Monday,63
5397,2020/3/24,Tuesday,477
5398,2020/3/25,Wednesday,509
5399,2020/3/26,Thursday,930
5400,2020/3/27,Friday,938
5401,2020/3/30,Monday,574
5402,2020/3/31,Tuesday,724
5403,2020/4/1,Wednesday,176
5404,2020/4/2,Thursday,10
5405,2020/4/3,Friday,802
5406,2020/4/6,Monday,602
5407,2020/4/7,Tuesday,221
5408,2020/4/8,Wednesday,925
5409,2020/4/9,Thursday,505
5410,2020/4/10,Friday,182
5411,2020/4/13,Monday,684
5412,2020/4/14,Tuesday,909
5413,2020/4/15,Wednesday,962
5414,2020/4/16,Thursday,10
5415,2020/4/17,Friday,391
5416,2020/4/20,Monday,950
5417,2020/4/21,Tuesday,889
5418,2020/4/22,Wednesday,489
5419,2020/4/23,Thursday,804
5420,2020/4/24,Friday,654
5421,2020/4/27,Monday,867
5422,2020/4/28,Tuesday,843
5423,2020/4/29,Wednesday,457
5424,2020/4/30,Thursday,54
5425,2020/5/1,Friday,815
5426,2020/5/4,Monday,534
5427,2020/5/5,Tuesday,809
5428,2020/5/6,Wednesday,348
5429,2020/5/7,Thursday,33
5430,2020/5/8,Friday,278
5431,2020/5/11,Monday,837
5432,2020/5/12,Tuesday,996
5433,2020/5/13,Wednesday,860
5434,2020/5/14,Thursday,700
5435,2020/5/15,Friday,325
5436,2020/5/18,Monday,803
5437,2020/5/19,Tuesday,162
5438,2020/5/20,Wednesday,729
5439,2020/5/21,Thursday,684
5440,2020/5/22,Friday,406
5441,2020/5/25,Monday,663
5442,2020/5/26,Tuesday,178
5443,2020/5/27,Wednesday,551
5444,2020/5/28,Thursday,343
5445,2020/5/29,Friday,892
5446,2020/6/1,Monday,536
5447,2020/6/2,Tuesday,202
5448,2020/6/3,Wednesday,697
5449,2020/6/4,Thursday,432
5450,2020/6/5,Friday,863
5451,2020/6/8,Monday,507
5452,2020/6/9,Tuesday,744
5453,2020/6/10,Wednesday,774
5454,2020/6/11,Thursday,383
5455,2020/6/12,Friday,78
5456,2020/6/15,Monday,712
5457,2020/6/16,Tuesday,826
5458,2020/6/17,Wednesday,153
5459,2020/6/18,Thursday,365
5460,2020/6/19,Friday,734
5461,2020/6/22,Monday,197
5462,2020/6/23,Tuesday,988
5463,2020/6/24,Wednesday,550
5464,2020/6/25,Thursday,981
5465,2020/6/26,Friday,709
5466,2020/6/29,Monday,801
5467,2020/6/30,Tuesday,245
5468,2020/7/1,Wednesday,358
5469,2020/7/2,Thursday,510
5470,2020/7/3,Friday,464
5471,2020/7/6,Monday,337
5472,2020/7/7,Tuesday,112
5473,2020/7/8,Wednesday,24
5474,2020/7/9,Thursday,339
5475,2020/7/10,Friday,937
5476,2020/7/13,Monday,182
5477,2020/7/14,Tuesday,738
5478,2020/7/15,Wednesday,697
5479,2020/7/16,Thursday,699
5480,2020/7/17,Friday,613
5481,2020/7/20,Monday,350
5482,2020/7/21,Tuesday,378
5483,2020/7/22,Wednesday,637
5484,2020/7/23,Thursday,97
5485,2020/7/24,Friday,224
5486,2020/7/27,Monday,495
5487,2020/7/28,Tuesday,8
5488,2020/7/29,Wednesday,902
5489,2020/7/30,Thursday,555
5490,2020/7/31,Friday,130
5491,2020/8/3,Monday,9
5492,2020/8/4,Tuesday,113
5493,2020/8/5,Wednesday,229
5494,2020/8/6,Thursday,796
5495,2020/8/7,Friday,332
5496,2020/8/10,Monday,681
5497,2020/8/11,Tuesday,871
5498,2020/8/12,Wednesday,640
5499,2020/8/13,Thursday,998
5500,2020/8/14,Friday,132
5501,2020/8/17,Monday,946
5502,2020/8/18,Tuesday,858
5503,2020/8/19,Wednesday,884
5504,2020/8/20,Thursday,611
5505,2020/8/21,Friday,529
5506,2020/8/24,Monday,317
5507,2020/8/25,Tuesday,226
5508,2020/8/26,Wednesday,687
5509,2020/8/27,Thursday,267
5510,2020/8/28,Friday,930
5511,2020/8/31,Monday,443
5512,2020/9/1,Tuesday,838
5513,2020/9/2,Wednesday,995
5514,2020/9/3,Thursday,716
5515,2020/9/4,Friday,445
5516,2020/9/7,Monday,793
5517,2020/9/8,Tuesday,948
5518,2020/9/9,Wednesday,461
5519,2020/9/10,Thursday,899
5520,2020/9/11,Friday,195
5521,2020/9/14,Monday,46
5522,2020/9/15,Tuesday,848
5523,2020/9/16,Wednesday,927
5524,2020/9/17,Thursday,376
5525,2020/9/18,Friday,432
5526,2020/9/21,Monday,240
5527,2020/9/22,Tuesday,208
5528,2020/9/23,Wednesday,365
5529,2020/9/24,Thursday,660
5530,2020/9/25,Friday,40
5531,2020/9/28,Monday,932
5532,2020/9/29,Tuesday,969
5533,2020/9/30,Wednesday,130
5534,2020/10/1,Thursday,659
5535,2020/10/2,Friday,40
5536,2020/10/5,Monday,160
5537,2020/10/6,Tuesday,472
5538,2020/10/7,Wednesday,944
5539,2020/10/8,Thursday,277
5540,2020/10/9,Friday,820
5541,2020/10/12,Monday,979
5542,2020/10/13,Tuesday,300
5543,2020/10/14,Wednesday,424
5544,2020/10/15,Thursday,650
5545,2020/10/16,Friday,680
5546,2020/10/19,Monday,829
5547,2020/10/20,Tuesday,963
5548,2020/10/21,Wednesday,777
5549,2020/10/22,Thursday,118
5550,2020/10/23,Friday,846
5551,2020/10/26,Monday,937
5552,2020/10/27,Tuesday,129
5553,2020/10/28,Wednesday,862
5554,2020/10/29,Thursday,481
5555,2020/10/30,Friday,458
5556,2020/11/2,Monday,761
5557,2020/11/3,Tuesday,210
5558,2020/11/4,Wednesday,322
5559,2020/11/5,Thursday,993
5560,2020/11/6,Friday,415
5561,2020/11/9,Monday,174
5562,2020/11/10,Tuesday,242
5563,2020/11/11,Wednesday,287
5564,2020/11/12,Thursday,475
5565,2020/11/13,Friday,922
5566,2020/11/16,Monday,842
5567,2020/11/17,Tuesday,136
5568,2020/11/18,Wednesday,346
5569,2020/11/19,Thursday,0
5570,2020/11/20,Friday,321
5571,2020/11/23,Monday,14
5572,2020/11/24,Tuesday,998
5573,2020/11/25,Wednesday,945
5574,2020/11/26,Thursday,171
5575,2020/11/27,Friday,282
5576,2020/11/30,Monday,571
5577,2020/12/1,Tuesday,659
5578,2020/12/2,Wednesday,729
5579,2020/12/3,Thursday,275
5580,2020/12/4,Friday,201
5581,2020/12/7,Monday,314
5582,2020/12/8,Tuesday,898
5583,2020/12/9,Wednesday,693
5584,2020/12/10,Thursday,823
5585,2020/12/11,Friday,831
5586,2020/12/14,Monday,688
5587,2020/12/15,Tuesday,377
5588,2020/12/16,Wednesday,364
5589,2020/12/17,Thursday,711
5590,2020/12/18,Friday,17
5591,2020/12/21,Monday,421
5592,2020/12/22,Tuesday,689
5593,2020/12/23,Wednesday,485
5594,2020/12/24,Thursday,316
5595,2020/12/25,Friday,588
5596,2020/12/28,Monday,925
5597,2020/12/29,Tuesday,439
5598,2020/12/30,Wednesday,13
5599,2021/1/4,Monday,489
5600,2021/1/5,Tuesday,715
5601,2021/1/6,Wednesday,325
5602,2021/1/7,Thursday,762
5603,2021/1/8,Friday,229
5604,2021/1/11,Monday,51
5605,2021/1/12,Tuesday,197
5606,2021/1/13,Wednesday,517
5607,2021/1/14,Thursday,53
5608,2021/1/15,Friday,740
5609,2021/1/18,Monday,240
5610,2021/1/19,Tuesday,355
5611,2021/1/20,Wednesday,294
5612,2021/1/21,Thursday,923
5613,2021/1/22,Friday,635
5614,2021/1/25,Monday,196
5615,2021/1/26,Tuesday,240
5616,2021/1/27,Wednesday,602
5617,2021/1/28,Thursday,951
5618,2021/1/29,Friday,698
5619,2021/2/1,Monday,514
5620,2021/2/2,Tuesday,509
5621,2021/2/3,Wednesday,398
5622,2021/2/4,Thursday,704
5623,2021/2/5,Friday,281
5624,2021/2/8,Monday,357
5625,2021/2/9,Tuesday,486
5626,2021/2/10,Wednesday,843
5627,2021/2/11,Thursday,641
5628,2021/2/12,Friday,0
5629,2021/2/15,Monday,744
5630,2021/2/16,Tuesday,785
5631,2021/2/17,Wednesday,3
5632,2021/2/18,Thursday,912
5633,2021/2/19,Friday,154
5634,2021/2/22,Monday,179
5635,2021/2/23,Tuesday,862
5636,2021/2/24,Wednesday,385
5637,2021/2/25,Thursday,997
5638,2021/2/26,Friday,298
5639,2021/3/1,Monday,246
5640,2021/3/2,Tuesday,934
5641,2021/3/3,Wednesday,291
5642,2021/3/4,Thursday,931
5643,2021/3/5,Friday,831
5644,2021/3/8,Monday,97
5645,2021/3/9,Tuesday,807
5646,2021/3/10,Wednesday,566
5647,2021/3/11,Thursday,767
5648,2021/3/12,Friday,759
5649,2021/3/15,Monday,351
5650,2021/3/16,Tuesday,642
5651,2021/3/17,Wednesday,881
5652,2021/3/18,Thursday,347
5653,2021/3/19,Friday,989
5654,2021/3/22,Monday,48
5655,2021/3/23,Tuesday,369
5656,2021/3/24,Wednesday,876
5657,2021/3/25,Thursday,548
5658,2021/3/26,Friday,20
5659,2021/3/29,Monday,574
5660,2021/3/30,Tuesday,526
5661,2021/3/31,Wednesday,985
5662,2021/4/1,Thursday,655
5663,2021/4/2,Friday,933
5664,2021/4/5,Monday,415
5665,2021/4/6,Tuesday,53
5666,2021/4/7,Wednesday,742
5667,2021/4/8,Thursday,611
5668,2021/4/9,Friday,684
5669,2021/4/12,Monday,178
5670,2021/4/13,Tuesday,136
5671,2021/4/14,Wednesday,680
5672,2021/4/15,Thursday,16
5673,2021/4/16,Friday,623
5674,2021/4/19,Monday,750
5675,2021/4/20,Tuesday,526
5676,2021/4/21,Wednesday,258
5677,2021/4/22,Thursday,148
5678,2021/4/23,Friday,762
5679,2021/4/26,Monday,109
5680,2021/4/27,Tuesday,53
5681,2021/4/28,Wednesday,537
5682,2021/4/29,Thursday,755
5683,2021/4/30,Friday,50
5684,2021/5/3,Monday,971
5685,2021/5/4,Tuesday,465
5686,2021/5/5,Wednesday,782
5687,2021/5/6,Thursday,475
5688,2021/5/7,Friday,68
5689,2021/5/10,Monday,860
5690,2021/5/11,Tuesday,753
5691,2021/5/12,Wednesday,265
5692,2021/5/13,Thursday,958
5693,2021/5/14,Friday,863
5694,2021/5/17,Monday,615
5695,2021/5/18,Tuesday,270
5696,2021/5/19,Wednesday,855
5697,2021/5/20,Thursday,130
5698,2021/5/21,Friday,151
5699,2021/5/24,Monday,52
5700,2021/5/25,Tuesday,369
5701,2021/5/26,Wednesday,576
5702,2021/5/27,Thursday,635
5703,2021/5/28,Friday,282
5704,2021/5/31,Monday,493
5705,2021/6/1,Tuesday,117
5706,2021/6/2,Wednesday,948
5707,2021/6/3,Thursday,633
5708,2021/6/4,Friday,227
5709,2021/6/7,Monday,118
5710,2021/6/8,Tuesday,841
5711,2021/6/9,Wednesday,736
5712,2021/6/10,Thursday,746
5713,2021/6/11,Friday,695
5714,2021/6/14,Monday,901
5715,2021/6/15,Tuesday,108
5716,2021/6/16,Wednesday,553
5717,2021/6/17,Thursday,89
5718,2021/6/18,Friday,752
5719,2021/6/21,Monday,367
5720,2021/6/22,Tuesday,400
5721,2021/6/23,Wednesday,836
5722,2021/6/24,Thursday,153
5723,2021/6/25,Friday,93
5724,2021/6/28,Monday,479
5725,2021/6/29,Tuesday,736
5726,2021/6/30,Wednesday,389
5727,2021/7/1,Thursday,472
5728,2021/7/2,Friday,759
5729,2021/7/5,Monday,591
5730,2021/7/6,Tuesday,641
5731,2021/7/7,Wednesday,888
5732,2021/7/8,Thursday,758
5733,2021/7/9,Friday,292
5734,2021/7/12,Monday,768
5735,2021/7/13,Tuesday,293
5736,2021/7/14,Wednesday,740
5737,2021/7/15,Thursday,920
5738,2021/7/16,Friday,90
5739,2021/7/19,Monday,415
5740,2021/7/20,Tuesday,900
5741,2021/7/21,Wednesday,803
5742,2021/7/22,Thursday,764
5743,2021/7/23,Friday,378
5744,2021/7/26,Monday,388
5745,2021/7/27,Tuesday,556
5746,2021/7/28,Wednesday,614
5747,2021/7/29,Thursday,764
5748,2021/7/30,Friday,704
5749,2021/8/2,Monday,239
5750,2021/8/3,Tuesday,240
5751,2021/8/4,Wednesday,696
5752,2021/8/5,Thursday,345
5753,2021/8/6,Friday,163
5754,2021/8/9,Monday,419
5755,2021/8/10,Tuesday,599
5756,2021/8/11,Wednesday,261
5757,2021/8/12,Thursday,745
5758,2021/8/13,Friday,707
5759,2021/8/16,Monday,746
5760,2021/8/17,Tuesday,630
5761,2021/8/18,Wednesday,144
5762,2021/8/19,Thursday,34
5763,2021/8/20,Friday,862
5764,2021/8/23,Monday,128
5765,2021/8/24,Tuesday,841
5766,2021/8/25,Wednesday,760
5767,2021/8/26,Thursday,987
5768,2021/8/27,Friday,413
5769,2021/8/30,Monday,412
5770,2021/8/31,Tuesday,335
5771,2021/9/1,Wednesday,502
5772,2021/9/2,Thursday,933
5773,2021/9/3,Friday,99
5774,2021/9/6,Monday,595
5775,2021/9/7,Tuesday,59
5776,2021/9/8,Wednesday,547
5777,2021/9/9,Thursday,916
5778,2021/9/10,Friday,931
5779,2021/9/13,Monday,40
5780,2021/9/14,Tuesday,468
5781,2021/9/15,Wednesday,32
5782,2021/9/16,Thursday,662
5783,2021/9/17,Friday,714
5784,2021/9/20,Monday,723
5785,2021/9/21,Tuesday,114
5786,2021/9/22,Wednesday,708
5787,2021/9/23,Thursday,975
5788,2021/9/24,Friday,262
5789,2021/9/27,Monday,275
5790,2021/9/28,Tuesday,226
5791,2021/9/29,Wednesday,610
5792,2021/9/30,Thursday,606
5793,2021/10/1,Friday,910
5794,2021/10/4,Monday,876
5795,2021/10/5,Tuesday,33
5796,2021/10/6,Wednesday,649
5797,2021/10/7,Thursday,716
5798,2021/10/8,Friday,71
5799,2021/10/11,Monday,473
5800,2021/10/12,Tuesday,461
5801,2021/10/13,Wednesday,642
5802,2021/10/14,Thursday,19
5803,2021/10/15,Friday,968
5804,2021/10/18,Monday,527
5805,2021/10/19,Tuesday,491
5806,2021/10/20,Wednesday,353
5807,2021/10/21,Thursday,722
5808,2021/10/22,Friday,426
5809,2021/10/25,Monday,970
5810,2021/10/26,Tuesday,495
5811,2021/10/27,Wednesday,488
5812,2021/10/28,Thursday,187
5813,2021/10/29,Friday,236
5814,2021/11/1,Monday,42
5815,2021/11/2,Tuesday,265
5816,2021/11/3,Wednesday,188
5817,2021/11/4,Thursday,63
5818,2021/11/5,Friday,169
5819,2021/11/8,Monday,576
5820,2021/11/9,Tuesday,24
5821,2021/11/10,Wednesday,905
5822,2021/11/11,Thursday,748
5823,2021/11/12,Friday,635
5824,2021/11/15,Monday,245
5825,2021/11/16,Tuesday,313
5826,2021/11/17,Wednesday,967
5827,2021/11/18,Thursday,802
5828,2021/11/19,Friday,571
5829,2021/11/22,Monday,363
5830,2021/11/23,Tuesday,549
5831,2021/11/24,Wednesday,448
5832,2021/11/25,Thursday,357
