No,date,day of week,Lottery_result
1723,2005/12/22,Thursday,164
1724,2005/12/23,Friday,616
1725,2005/12/26,Monday,916
1726,2005/12/27,Tuesday,836
1727,2005/12/28,Wednesday,646
1728,2005/12/29,Thursday,908
1729,2005/12/30,Friday,62
1730,2006/1/4,Wednesday,266
1731,2006/1/5,Thursday,998
1732,2006/1/6,Friday,119
1733,2006/1/9,Monday,674
1734,2006/1/10,Tuesday,897
1735,2006/1/11,Wednesday,733
1736,2006/1/12,Thursday,675
1737,2006/1/13,Friday,433
1738,2006/1/16,Monday,771
1739,2006/1/17,Tuesday,884
1740,2006/1/18,Wednesday,801
1741,2006/1/19,Thursday,503
1742,2006/1/20,Friday,916
1743,2006/1/23,Monday,846
1744,2006/1/24,Tuesday,188
1745,2006/1/25,Wednesday,979
1746,2006/1/26,Thursday,293
1747,2006/1/27,Friday,562
1748,2006/1/30,Monday,21
1749,2006/1/31,Tuesday,696
1750,2006/2/1,Wednesday,870
1751,2006/2/2,Thursday,634
1752,2006/2/3,Friday,92
1753,2006/2/6,Monday,86
1754,2006/2/7,Tuesday,559
1755,2006/2/8,Wednesday,571
1756,2006/2/9,Thursday,29
1757,2006/2/10,Friday,64
1758,2006/2/13,Monday,148
1759,2006/2/14,Tuesday,358
1760,2006/2/15,Wednesday,399
1761,2006/2/16,Thursday,901
1762,2006/2/17,Friday,484
1763,2006/2/20,Monday,606
1764,2006/2/21,Tuesday,433
1765,2006/2/22,Wednesday,131
1766,2006/2/23,Thursday,455
1767,2006/2/24,Friday,965
1768,2006/2/27,Monday,743
1769,2006/2/28,Tuesday,617
1770,2006/3/1,Wednesday,755
1771,2006/3/2,Thursday,679
1772,2006/3/3,Friday,643
1773,2006/3/6,Monday,32
1774,2006/3/7,Tuesday,431
1775,2006/3/8,Wednesday,50
1776,2006/3/9,Thursday,259
1777,2006/3/10,Friday,331
1778,2006/3/13,Monday,831
1779,2006/3/14,Tuesday,321
1780,2006/3/15,Wednesday,164
1781,2006/3/16,Thursday,20
1782,2006/3/17,Friday,435
1783,2006/3/20,Monday,790
1784,2006/3/21,Tuesday,955
1785,2006/3/22,Wednesday,645
1786,2006/3/23,Thursday,323
1787,2006/3/24,Friday,678
1788,2006/3/27,Monday,740
1789,2006/3/28,Tuesday,794
1790,2006/3/29,Wednesday,619
1791,2006/3/30,Thursday,853
1792,2006/3/31,Friday,261
1793,2006/4/3,Monday,630
1794,2006/4/4,Tuesday,28
1795,2006/4/5,Wednesday,439
1796,2006/4/6,Thursday,587
1797,2006/4/7,Friday,829
1798,2006/4/10,Monday,748
1799,2006/4/11,Tuesday,490
1800,2006/4/12,Wednesday,483
1801,2006/4/13,Thursday,575
1802,2006/4/14,Friday,372
1803,2006/4/17,Monday,575
1804,2006/4/18,Tuesday,273
1805,2006/4/19,Wednesday,115
1806,2006/4/20,Thursday,872
1807,2006/4/21,Friday,36
1808,2006/4/24,Monday,422
1809,2006/4/25,Tuesday,913
1810,2006/4/26,Wednesday,940
1811,2006/4/27,Thursday,528
1812,2006/4/28,Friday,326
1813,2006/5/1,Monday,686
1814,2006/5/2,Tuesday,735
1815,2006/5/3,Wednesday,49
1816,2006/5/4,Thursday,861
1817,2006/5/5,Friday,74
1818,2006/5/8,Monday,387
1819,2006/5/9,Tuesday,212
1820,2006/5/10,Wednesday,694
1821,2006/5/11,Thursday,994
1822,2006/5/12,Friday,176
1823,2006/5/15,Monday,109
1824,2006/5/16,Tuesday,423
1825,2006/5/17,Wednesday,694
1826,2006/5/18,Thursday,299
1827,2006/5/19,Friday,908
1828,2006/5/22,Monday,493
1829,2006/5/23,Tuesday,962
1830,2006/5/24,Wednesday,287
1831,2006/5/25,Thursday,941
1832,2006/5/26,Friday,598
1833,2006/5/29,Monday,873
1834,2006/5/30,Tuesday,293
1835,2006/5/31,Wednesday,896
1836,2006/6/1,Thursday,792
1837,2006/6/2,Friday,198
1838,2006/6/5,Monday,173
1839,2006/6/6,Tuesday,850
1840,2006/6/7,Wednesday,795
1841,2006/6/8,Thursday,858
1842,2006/6/9,Friday,640
1843,2006/6/12,Monday,269
1844,2006/6/13,Tuesday,178
1845,2006/6/14,Wednesday,333
1846,2006/6/15,Thursday,862
1847,2006/6/16,Friday,612
1848,2006/6/19,Monday,696
1849,2006/6/20,Tuesday,127
1850,2006/6/21,Wednesday,691
1851,2006/6/22,Thursday,150
1852,2006/6/23,Friday,572
1853,2006/6/26,Monday,420
1854,2006/6/27,Tuesday,980
1855,2006/6/28,Wednesday,567
1856,2006/6/29,Thursday,618
1857,2006/6/30,Friday,218
1858,2006/7/3,Monday,878
1859,2006/7/4,Tuesday,878
1860,2006/7/5,Wednesday,117
1861,2006/7/6,Thursday,95
1862,2006/7/7,Friday,890
1863,2006/7/10,Monday,236
1864,2006/7/11,Tuesday,926
1865,2006/7/12,Wednesday,299
1866,2006/7/13,Thursday,675
1867,2006/7/14,Friday,702
1868,2006/7/17,Monday,733
1869,2006/7/18,Tuesday,544
1870,2006/7/19,Wednesday,847
1871,2006/7/20,Thursday,973
1872,2006/7/21,Friday,496
1873,2006/7/24,Monday,638
1874,2006/7/25,Tuesday,806
1875,2006/7/26,Wednesday,666
1876,2006/7/27,Thursday,129
1877,2006/7/28,Friday,190
1878,2006/7/31,Monday,141
1879,2006/8/1,Tuesday,742
1880,2006/8/2,Wednesday,674
1881,2006/8/3,Thursday,558
1882,2006/8/4,Friday,914
1883,2006/8/7,Monday,76
1884,2006/8/8,Tuesday,528
1885,2006/8/9,Wednesday,51
1886,2006/8/10,Thursday,932
1887,2006/8/11,Friday,172
1888,2006/8/14,Monday,370
1889,2006/8/15,Tuesday,647
1890,2006/8/16,Wednesday,269
1891,2006/8/17,Thursday,924
1892,2006/8/18,Friday,183
1893,2006/8/21,Monday,856
1894,2006/8/22,Tuesday,273
1895,2006/8/23,Wednesday,937
1896,2006/8/24,Thursday,656
1897,2006/8/25,Friday,924
1898,2006/8/28,Monday,321
1899,2006/8/29,Tuesday,374
1900,2006/8/30,Wednesday,845
1901,2006/8/31,Thursday,535
1902,2006/9/1,Friday,899
1903,2006/9/4,Monday,349
1904,2006/9/5,Tuesday,874
1905,2006/9/6,Wednesday,104
1906,2006/9/7,Thursday,522
1907,2006/9/8,Friday,815
1908,2006/9/11,Monday,892
1909,2006/9/12,Tuesday,859
1910,2006/9/13,Wednesday,468
1911,2006/9/14,Thursday,62
1912,2006/9/15,Friday,19
1913,2006/9/18,Monday,121
1914,2006/9/19,Tuesday,955
1915,2006/9/20,Wednesday,918
1916,2006/9/21,Thursday,586
1917,2006/9/22,Friday,875
1918,2006/9/25,Monday,402
1919,2006/9/26,Tuesday,161
1920,2006/9/27,Wednesday,898
1921,2006/9/28,Thursday,890
1922,2006/9/29,Friday,448
1923,2006/10/2,Monday,633
1924,2006/10/3,Tuesday,461
1925,2006/10/4,Wednesday,757
1926,2006/10/5,Thursday,924
1927,2006/10/6,Friday,813
1928,2006/10/9,Monday,113
1929,2006/10/10,Tuesday,874
1930,2006/10/11,Wednesday,402
1931,2006/10/12,Thursday,595
1932,2006/10/13,Friday,887
1933,2006/10/16,Monday,559
1934,2006/10/17,Tuesday,700
1935,2006/10/18,Wednesday,236
1936,2006/10/19,Thursday,113
1937,2006/10/20,Friday,703
1938,2006/10/23,Monday,243
1939,2006/10/24,Tuesday,286
1940,2006/10/25,Wednesday,440
1941,2006/10/26,Thursday,483
1942,2006/10/27,Friday,850
1943,2006/10/30,Monday,588
1944,2006/10/31,Tuesday,121
1945,2006/11/1,Wednesday,855
1946,2006/11/2,Thursday,679
1947,2006/11/3,Friday,303
1948,2006/11/6,Monday,992
1949,2006/11/7,Tuesday,713
1950,2006/11/8,Wednesday,630
1951,2006/11/9,Thursday,663
1952,2006/11/10,Friday,368
1953,2006/11/13,Monday,972
1954,2006/11/14,Tuesday,131
1955,2006/11/15,Wednesday,861
1956,2006/11/16,Thursday,432
1957,2006/11/17,Friday,414
1958,2006/11/20,Monday,312
1959,2006/11/21,Tuesday,192
1960,2006/11/22,Wednesday,460
1961,2006/11/23,Thursday,92
1962,2006/11/24,Friday,395
1963,2006/11/27,Monday,697
1964,2006/11/28,Tuesday,359
1965,2006/11/29,Wednesday,42
1966,2006/11/30,Thursday,826
1967,2006/12/1,Friday,533
1968,2006/12/4,Monday,407
1969,2006/12/5,Tuesday,675
1970,2006/12/6,Wednesday,455
1971,2006/12/7,Thursday,198
1972,2006/12/8,Friday,58
1973,2006/12/11,Monday,719
1974,2006/12/12,Tuesday,692
1975,2006/12/13,Wednesday,49
1976,2006/12/14,Thursday,555
1977,2006/12/15,Friday,536
1978,2006/12/18,Monday,649
1979,2006/12/19,Tuesday,808
1980,2006/12/20,Wednesday,652
1981,2006/12/21,Thursday,778
1982,2006/12/22,Friday,833
1983,2006/12/25,Monday,218
1984,2006/12/26,Tuesday,258
1985,2006/12/27,Wednesday,824
1986,2006/12/28,Thursday,129
1987,2006/12/29,Friday,61
1988,2007/1/4,Thursday,90
1989,2007/1/5,Friday,942
1990,2007/1/8,Monday,726
1991,2007/1/9,Tuesday,522
1992,2007/1/10,Wednesday,949
1993,2007/1/11,Thursday,438
1994,2007/1/12,Friday,305
1995,2007/1/15,Monday,847
1996,2007/1/16,Tuesday,581
1997,2007/1/17,Wednesday,908
1998,2007/1/18,Thursday,580
1999,2007/1/19,Friday,900
2000,2007/1/22,Monday,440
2001,2007/1/23,Tuesday,325
2002,2007/1/24,Wednesday,567
2003,2007/1/25,Thursday,537
2004,2007/1/26,Friday,810
2005,2007/1/29,Monday,525
2006,2007/1/30,Tuesday,574
2007,2007/1/31,Wednesday,311
2008,2007/2/1,Thursday,624
2009,2007/2/2,Friday,594
2010,2007/2/5,Monday,412
2011,2007/2/6,Tuesday,815
2012,2007/2/7,Wednesday,539
2013,2007/2/8,Thursday,874
2014,2007/2/9,Friday,8
2015,2007/2/12,Monday,842
2016,2007/2/13,Tuesday,268
2017,2007/2/14,Wednesday,315
2018,2007/2/15,Thursday,453
2019,2007/2/16,Friday,519
2020,2007/2/19,Monday,449
2021,2007/2/20,Tuesday,27
2022,2007/2/21,Wednesday,240
2023,2007/2/22,Thursday,705
2024,2007/2/23,Friday,939
2025,2007/2/26,Monday,964
2026,2007/2/27,Tuesday,160
2027,2007/2/28,Wednesday,172
2028,2007/3/1,Thursday,378
2029,2007/3/2,Friday,308
2030,2007/3/5,Monday,321
2031,2007/3/6,Tuesday,477
2032,2007/3/7,Wednesday,974
2033,2007/3/8,Thursday,417
2034,2007/3/9,Friday,938
2035,2007/3/12,Monday,415
2036,2007/3/13,Tuesday,403
2037,2007/3/14,Wednesday,971
2038,2007/3/15,Thursday,977
2039,2007/3/16,Friday,231
2040,2007/3/19,Monday,732
2041,2007/3/20,Tuesday,149
2042,2007/3/21,Wednesday,550
2043,2007/3/22,Thursday,334
2044,2007/3/23,Friday,34
2045,2007/3/26,Monday,632
2046,2007/3/27,Tuesday,707
2047,2007/3/28,Wednesday,1
2048,2007/3/29,Thursday,984
2049,2007/3/30,Friday,771
2050,2007/4/2,Monday,746
2051,2007/4/3,Tuesday,330
2052,2007/4/4,Wednesday,121
2053,2007/4/5,Thursday,368
2054,2007/4/6,Friday,379
2055,2007/4/9,Monday,266
2056,2007/4/10,Tuesday,646
2057,2007/4/11,Wednesday,165
2058,2007/4/12,Thursday,715
2059,2007/4/13,Friday,183
2060,2007/4/16,Monday,223
2061,2007/4/17,Tuesday,974
2062,2007/4/18,Wednesday,621
2063,2007/4/19,Thursday,519
2064,2007/4/20,Friday,926
2065,2007/4/23,Monday,301
2066,2007/4/24,Tuesday,456
2067,2007/4/25,Wednesday,123
2068,2007/4/26,Thursday,157
2069,2007/4/27,Friday,306
2070,2007/4/30,Monday,701
2071,2007/5/1,Tuesday,654
2072,2007/5/2,Wednesday,399
2073,2007/5/3,Thursday,231
2074,2007/5/4,Friday,172
2075,2007/5/7,Monday,302
2076,2007/5/8,Tuesday,827
2077,2007/5/9,Wednesday,936
2078,2007/5/10,Thursday,466
2079,2007/5/11,Friday,725
2080,2007/5/14,Monday,594
2081,2007/5/15,Tuesday,716
2082,2007/5/16,Wednesday,178
2083,2007/5/17,Thursday,544
2084,2007/5/18,Friday,826
2085,2007/5/21,Monday,522
2086,2007/5/22,Tuesday,803
2087,2007/5/23,Wednesday,821
2088,2007/5/24,Thursday,407
2089,2007/5/25,Friday,353
2090,2007/5/28,Monday,642
2091,2007/5/29,Tuesday,428
2092,2007/5/30,Wednesday,156
2093,2007/5/31,Thursday,386
2094,2007/6/1,Friday,392
2095,2007/6/4,Monday,242
2096,2007/6/5,Tuesday,556
2097,2007/6/6,Wednesday,45
2098,2007/6/7,Thursday,405
2099,2007/6/8,Friday,32
2100,2007/6/11,Monday,642
2101,2007/6/12,Tuesday,135
2102,2007/6/13,Wednesday,560
2103,2007/6/14,Thursday,989
2104,2007/6/15,Friday,236
2105,2007/6/18,Monday,222
2106,2007/6/19,Tuesday,584
2107,2007/6/20,Wednesday,791
2108,2007/6/21,Thursday,106
2109,2007/6/22,Friday,757
2110,2007/6/25,Monday,859
2111,2007/6/26,Tuesday,925
2112,2007/6/27,Wednesday,482
2113,2007/6/28,Thursday,278
2114,2007/6/29,Friday,453
2115,2007/7/2,Monday,447
2116,2007/7/3,Tuesday,656
2117,2007/7/4,Wednesday,12
2118,2007/7/5,Thursday,55
2119,2007/7/6,Friday,128
2120,2007/7/9,Monday,591
2121,2007/7/10,Tuesday,170
2122,2007/7/11,Wednesday,778
2123,2007/7/12,Thursday,586
2124,2007/7/13,Friday,867
2125,2007/7/16,Monday,864
2126,2007/7/17,Tuesday,398
2127,2007/7/18,Wednesday,752
2128,2007/7/19,Thursday,600
2129,2007/7/20,Friday,89
2130,2007/7/23,Monday,857
2131,2007/7/24,Tuesday,287
2132,2007/7/25,Wednesday,938
2133,2007/7/26,Thursday,818
2134,2007/7/27,Friday,391
2135,2007/7/30,Monday,254
2136,2007/7/31,Tuesday,971
2137,2007/8/1,Wednesday,931
2138,2007/8/2,Thursday,498
2139,2007/8/3,Friday,509
2140,2007/8/6,Monday,318
2141,2007/8/7,Tuesday,81
2142,2007/8/8,Wednesday,112
2143,2007/8/9,Thursday,987
2144,2007/8/10,Friday,189
2145,2007/8/13,Monday,700
2146,2007/8/14,Tuesday,35
2147,2007/8/15,Wednesday,478
2148,2007/8/16,Thursday,822
2149,2007/8/17,Friday,703
2150,2007/8/20,Monday,975
2151,2007/8/21,Tuesday,912
2152,2007/8/22,Wednesday,730
2153,2007/8/23,Thursday,152
2154,2007/8/24,Friday,830
2155,2007/8/27,Monday,494
2156,2007/8/28,Tuesday,239
2157,2007/8/29,Wednesday,678
2158,2007/8/30,Thursday,585
2159,2007/8/31,Friday,387
2160,2007/9/3,Monday,353
2161,2007/9/4,Tuesday,626
2162,2007/9/5,Wednesday,677
2163,2007/9/6,Thursday,571
2164,2007/9/7,Friday,150
2165,2007/9/10,Monday,400
2166,2007/9/11,Tuesday,92
2167,2007/9/12,Wednesday,198
2168,2007/9/13,Thursday,169
2169,2007/9/14,Friday,618
2170,2007/9/17,Monday,755
2171,2007/9/18,Tuesday,233
2172,2007/9/19,Wednesday,673
2173,2007/9/20,Thursday,145
2174,2007/9/21,Friday,461
2175,2007/9/24,Monday,938
2176,2007/9/25,Tuesday,762
2177,2007/9/26,Wednesday,691
2178,2007/9/27,Thursday,842
2179,2007/9/28,Friday,9
2180,2007/10/1,Monday,644
2181,2007/10/2,Tuesday,809
2182,2007/10/3,Wednesday,958
2183,2007/10/4,Thursday,863
2184,2007/10/5,Friday,236
2185,2007/10/8,Monday,525
2186,2007/10/9,Tuesday,744
2187,2007/10/10,Wednesday,884
2188,2007/10/11,Thursday,785
2189,2007/10/12,Friday,561
2190,2007/10/15,Monday,278
2191,2007/10/16,Tuesday,864
2192,2007/10/17,Wednesday,757
2193,2007/10/18,Thursday,832
2194,2007/10/19,Friday,966
2195,2007/10/22,Monday,604
2196,2007/10/23,Tuesday,171
2197,2007/10/24,Wednesday,391
2198,2007/10/25,Thursday,614
2199,2007/10/26,Friday,685
2200,2007/10/29,Monday,130
2201,2007/10/30,Tuesday,79
2202,2007/10/31,Wednesday,675
2203,2007/11/1,Thursday,38
2204,2007/11/2,Friday,254
2205,2007/11/5,Monday,18
2206,2007/11/6,Tuesday,928
2207,2007/11/7,Wednesday,418
2208,2007/11/8,Thursday,955
2209,2007/11/9,Friday,409
2210,2007/11/12,Monday,638
2211,2007/11/13,Tuesday,334
2212,2007/11/14,Wednesday,785
2213,2007/11/15,Thursday,892
2214,2007/11/16,Friday,679
2215,2007/11/19,Monday,762
2216,2007/11/20,Tuesday,652
2217,2007/11/21,Wednesday,145
2218,2007/11/22,Thursday,13
2219,2007/11/23,Friday,601
2220,2007/11/26,Monday,781
2221,2007/11/27,Tuesday,395
2222,2007/11/28,Wednesday,373
2223,2007/11/29,Thursday,361
2224,2007/11/30,Friday,326
2225,2007/12/3,Monday,469
2226,2007/12/4,Tuesday,517
2227,2007/12/5,Wednesday,515
2228,2007/12/6,Thursday,426
2229,2007/12/7,Friday,306
2230,2007/12/10,Monday,839
2231,2007/12/11,Tuesday,943
2232,2007/12/12,Wednesday,580
2233,2007/12/13,Thursday,33
2234,2007/12/14,Friday,579
2235,2007/12/17,Monday,888
2236,2007/12/18,Tuesday,761
2237,2007/12/19,Wednesday,896
2238,2007/12/20,Thursday,538
2239,2007/12/21,Friday,958
2240,2007/12/24,Monday,768
2241,2007/12/25,Tuesday,294
2242,2007/12/26,Wednesday,304
2243,2007/12/27,Thursday,715
2244,2007/12/28,Friday,182
2245,2008/1/4,Friday,29
2246,2008/1/7,Monday,965
2247,2008/1/8,Tuesday,682
2248,2008/1/9,Wednesday,443
2249,2008/1/10,Thursday,972
2250,2008/1/11,Friday,900
2251,2008/1/14,Monday,978
2252,2008/1/15,Tuesday,651
2253,2008/1/16,Wednesday,178
2254,2008/1/17,Thursday,810
2255,2008/1/18,Friday,66
2256,2008/1/21,Monday,875
2257,2008/1/22,Tuesday,297
2258,2008/1/23,Wednesday,390
2259,2008/1/24,Thursday,18
2260,2008/1/25,Friday,4
2261,2008/1/28,Monday,982
2262,2008/1/29,Tuesday,488
2263,2008/1/30,Wednesday,514
2264,2008/1/31,Thursday,309
2265,2008/2/1,Friday,170
2266,2008/2/4,Monday,122
2267,2008/2/5,Tuesday,699
2268,2008/2/6,Wednesday,745
2269,2008/2/7,Thursday,14
2270,2008/2/8,Friday,86
2271,2008/2/11,Monday,14
2272,2008/2/12,Tuesday,610
2273,2008/2/13,Wednesday,569
2274,2008/2/14,Thursday,705
2275,2008/2/15,Friday,435
2276,2008/2/18,Monday,599
2277,2008/2/19,Tuesday,802
2278,2008/2/20,Wednesday,215
2279,2008/2/21,Thursday,276
2280,2008/2/22,Friday,175
2281,2008/2/25,Monday,128
2282,2008/2/26,Tuesday,472
2283,2008/2/27,Wednesday,348
2284,2008/2/28,Thursday,956
2285,2008/2/29,Friday,616
2286,2008/3/3,Monday,648
2287,2008/3/4,Tuesday,199
2288,2008/3/5,Wednesday,22
2289,2008/3/6,Thursday,858
2290,2008/3/7,Friday,842
2291,2008/3/10,Monday,686
2292,2008/3/11,Tuesday,685
2293,2008/3/12,Wednesday,633
2294,2008/3/13,Thursday,139
2295,2008/3/14,Friday,317
2296,2008/3/17,Monday,281
2297,2008/3/18,Tuesday,440
2298,2008/3/19,Wednesday,240
2299,2008/3/20,Thursday,418
2300,2008/3/21,Friday,411
2301,2008/3/24,Monday,48
2302,2008/3/25,Tuesday,849
2303,2008/3/26,Wednesday,22
2304,2008/3/27,Thursday,631
2305,2008/3/28,Friday,197
2306,2008/3/31,Monday,909
2307,2008/4/1,Tuesday,401
2308,2008/4/2,Wednesday,601
2309,2008/4/3,Thursday,279
2310,2008/4/4,Friday,889
2311,2008/4/7,Monday,457
2312,2008/4/8,Tuesday,478
2313,2008/4/9,Wednesday,412
2314,2008/4/10,Thursday,499
2315,2008/4/11,Friday,946
2316,2008/4/14,Monday,422
2317,2008/4/15,Tuesday,165
2318,2008/4/16,Wednesday,230
2319,2008/4/17,Thursday,237
2320,2008/4/18,Friday,617
2321,2008/4/21,Monday,668
2322,2008/4/22,Tuesday,679
2323,2008/4/23,Wednesday,621
2324,2008/4/24,Thursday,774
2325,2008/4/25,Friday,117
2326,2008/4/28,Monday,670
2327,2008/4/29,Tuesday,212
2328,2008/4/30,Wednesday,724
2329,2008/5/1,Thursday,162
2330,2008/5/2,Friday,751
2331,2008/5/5,Monday,779
2332,2008/5/6,Tuesday,627
2333,2008/5/7,Wednesday,46
2334,2008/5/8,Thursday,276
2335,2008/5/9,Friday,655
2336,2008/5/12,Monday,970
2337,2008/5/13,Tuesday,907
2338,2008/5/14,Wednesday,357
2339,2008/5/15,Thursday,302
2340,2008/5/16,Friday,119
2341,2008/5/19,Monday,728
2342,2008/5/20,Tuesday,874
2343,2008/5/21,Wednesday,950
2344,2008/5/22,Thursday,677
2345,2008/5/23,Friday,316
2346,2008/5/26,Monday,613
2347,2008/5/27,Tuesday,183
2348,2008/5/28,Wednesday,975
2349,2008/5/29,Thursday,842
2350,2008/5/30,Friday,772
2351,2008/6/2,Monday,342
2352,2008/6/3,Tuesday,41
2353,2008/6/4,Wednesday,471
2354,2008/6/5,Thursday,739
2355,2008/6/6,Friday,453
2356,2008/6/9,Monday,91
2357,2008/6/10,Tuesday,596
2358,2008/6/11,Wednesday,704
2359,2008/6/12,Thursday,538
2360,2008/6/13,Friday,272
2361,2008/6/16,Monday,474
2362,2008/6/17,Tuesday,809
2363,2008/6/18,Wednesday,215
2364,2008/6/19,Thursday,401
2365,2008/6/20,Friday,70
2366,2008/6/23,Monday,991
2367,2008/6/24,Tuesday,777
2368,2008/6/25,Wednesday,597
2369,2008/6/26,Thursday,9
2370,2008/6/27,Friday,816
2371,2008/6/30,Monday,960
2372,2008/7/1,Tuesday,856
2373,2008/7/2,Wednesday,703
2374,2008/7/3,Thursday,943
2375,2008/7/4,Friday,618
2376,2008/7/7,Monday,271
2377,2008/7/8,Tuesday,202
2378,2008/7/9,Wednesday,808
2379,2008/7/10,Thursday,200
2380,2008/7/11,Friday,372
2381,2008/7/14,Monday,286
2382,2008/7/15,Tuesday,141
2383,2008/7/16,Wednesday,568
2384,2008/7/17,Thursday,66
2385,2008/7/18,Friday,733
2386,2008/7/21,Monday,141
2387,2008/7/22,Tuesday,626
2388,2008/7/23,Wednesday,475
2389,2008/7/24,Thursday,142
2390,2008/7/25,Friday,271
2391,2008/7/28,Monday,900
2392,2008/7/29,Tuesday,325
2393,2008/7/30,Wednesday,963
2394,2008/7/31,Thursday,8
2395,2008/8/1,Friday,169
2396,2008/8/4,Monday,3
2397,2008/8/5,Tuesday,531
2398,2008/8/6,Wednesday,140
2399,2008/8/7,Thursday,801
2400,2008/8/8,Friday,703
2401,2008/8/11,Monday,117
2402,2008/8/12,Tuesday,928
2403,2008/8/13,Wednesday,750
2404,2008/8/14,Thursday,158
2405,2008/8/15,Friday,311
2406,2008/8/18,Monday,247
2407,2008/8/19,Tuesday,812
2408,2008/8/20,Wednesday,16
2409,2008/8/21,Thursday,677
2410,2008/8/22,Friday,551
2411,2008/8/25,Monday,667
2412,2008/8/26,Tuesday,725
2413,2008/8/27,Wednesday,764
2414,2008/8/28,Thursday,483
2415,2008/8/29,Friday,734
2416,2008/9/1,Monday,200
2417,2008/9/2,Tuesday,200
2418,2008/9/3,Wednesday,425
2419,2008/9/4,Thursday,532
2420,2008/9/5,Friday,801
2421,2008/9/8,Monday,148
2422,2008/9/9,Tuesday,417
2423,2008/9/10,Wednesday,953
2424,2008/9/11,Thursday,718
2425,2008/9/12,Friday,621
2426,2008/9/15,Monday,472
2427,2008/9/16,Tuesday,232
2428,2008/9/17,Wednesday,748
2429,2008/9/18,Thursday,432
2430,2008/9/19,Friday,314
2431,2008/9/22,Monday,675
2432,2008/9/23,Tuesday,223
2433,2008/9/24,Wednesday,440
2434,2008/9/25,Thursday,544
2435,2008/9/26,Friday,972
2436,2008/9/29,Monday,321
2437,2008/9/30,Tuesday,817
2438,2008/10/1,Wednesday,802
2439,2008/10/2,Thursday,157
2440,2008/10/3,Friday,234
2441,2008/10/6,Monday,187
2442,2008/10/7,Tuesday,591
2443,2008/10/8,Wednesday,15
2444,2008/10/9,Thursday,493
2445,2008/10/10,Friday,410
2446,2008/10/13,Monday,468
2447,2008/10/14,Tuesday,560
2448,2008/10/15,Wednesday,950
2449,2008/10/16,Thursday,136
2450,2008/10/17,Friday,327
2451,2008/10/20,Monday,618
2452,2008/10/21,Tuesday,53
2453,2008/10/22,Wednesday,213
2454,2008/10/23,Thursday,562
2455,2008/10/24,Friday,247
2456,2008/10/27,Monday,969
2457,2008/10/28,Tuesday,625
2458,2008/10/29,Wednesday,942
2459,2008/10/30,Thursday,108
2460,2008/10/31,Friday,449
2461,2008/11/3,Monday,226
2462,2008/11/4,Tuesday,600
2463,2008/11/5,Wednesday,89
2464,2008/11/6,Thursday,150
2465,2008/11/7,Friday,996
2466,2008/11/10,Monday,634
2467,2008/11/11,Tuesday,758
2468,2008/11/12,Wednesday,178
2469,2008/11/13,Thursday,868
2470,2008/11/14,Friday,654
2471,2008/11/17,Monday,424
2472,2008/11/18,Tuesday,862
2473,2008/11/19,Wednesday,278
2474,2008/11/20,Thursday,870
2475,2008/11/21,Friday,933
2476,2008/11/24,Monday,560
2477,2008/11/25,Tuesday,381
2478,2008/11/26,Wednesday,425
2479,2008/11/27,Thursday,20
2480,2008/11/28,Friday,879
2481,2008/12/1,Monday,908
2482,2008/12/2,Tuesday,415
2483,2008/12/3,Wednesday,707
2484,2008/12/4,Thursday,82
2485,2008/12/5,Friday,588
2486,2008/12/8,Monday,341
2487,2008/12/9,Tuesday,260
2488,2008/12/10,Wednesday,927
2489,2008/12/11,Thursday,75
2490,2008/12/12,Friday,308
2491,2008/12/15,Monday,420
2492,2008/12/16,Tuesday,155
2493,2008/12/17,Wednesday,640
2494,2008/12/18,Thursday,669
2495,2008/12/19,Friday,12
2496,2008/12/22,Monday,514
2497,2008/12/23,Tuesday,630
2498,2008/12/24,Wednesday,300
2499,2008/12/25,Thursday,817
2500,2008/12/26,Friday,885
2501,2008/12/29,Monday,610
2502,2008/12/30,Tuesday,654
2503,2009/1/5,Monday,534
2504,2009/1/6,Tuesday,799
2505,2009/1/7,Wednesday,797
2506,2009/1/8,Thursday,724
2507,2009/1/9,Friday,685
2508,2009/1/12,Monday,328
2509,2009/1/13,Tuesday,1
2510,2009/1/14,Wednesday,243
2511,2009/1/15,Thursday,715
2512,2009/1/16,Friday,308
2513,2009/1/19,Monday,233
2514,2009/1/20,Tuesday,776
2515,2009/1/21,Wednesday,828
2516,2009/1/22,Thursday,614
2517,2009/1/23,Friday,593
2518,2009/1/26,Monday,509
2519,2009/1/27,Tuesday,762
2520,2009/1/28,Wednesday,826
2521,2009/1/29,Thursday,845
2522,2009/1/30,Friday,631
2523,2009/2/2,Monday,412
2524,2009/2/3,Tuesday,461
2525,2009/2/4,Wednesday,434
2526,2009/2/5,Thursday,573
2527,2009/2/6,Friday,147
2528,2009/2/9,Monday,69
2529,2009/2/10,Tuesday,320
2530,2009/2/11,Wednesday,776
2531,2009/2/12,Thursday,319
2532,2009/2/13,Friday,31
2533,2009/2/16,Monday,529
2534,2009/2/17,Tuesday,648
2535,2009/2/18,Wednesday,134
2536,2009/2/19,Thursday,133
2537,2009/2/20,Friday,70
2538,2009/2/23,Monday,484
2539,2009/2/24,Tuesday,686
2540,2009/2/25,Wednesday,787
2541,2009/2/26,Thursday,788
2542,2009/2/27,Friday,660
2543,2009/3/2,Monday,596
2544,2009/3/3,Tuesday,403
